Customer_ID,Company_Name,Segment_Current,Start_Date,End_Date
C0001,Enterprise_1,Enterprise,2023-03-01,
C0002,Enterprise_2,Enterprise,2021-01-01,
C0003,Enterprise_3,Enterprise,2022-09-01,
C0004,Enterprise_4,Enterprise,2023-02-01,
C0005,Enterprise_5,Enterprise,2022-04-01,
C0006,Enterprise_6,Enterprise,2021-07-01,
C0007,Enterprise_7,Enterprise,2021-07-01,
C0008,Enterprise_8,Enterprise,2023-02-01,
C0009,Enterprise_9,Enterprise,2021-06-01,
C0010,Enterprise_10,Enterprise,2021-03-01,
C0011,Enterprise_11,Enterprise,2022-11-01,
C0012,Enterprise_12,Enterprise,2023-10-01,
C0013,Enterprise_13,Enterprise,2021-01-01,
C0014,Enterprise_14,Enterprise,2022-04-01,
C0015,Enterprise_15,Enterprise,2023-04-01,
C0016,Enterprise_16,Enterprise,2022-08-01,
C0017,Enterprise_17,Enterprise,2022-12-01,
C0018,Enterprise_18,Enterprise,2021-10-01,
C0019,Enterprise_19,Enterprise,2023-09-01,
C0020,Enterprise_20,Enterprise,2022-12-01,
C0021,Enterprise_21,Enterprise,2022-05-01,
C0022,Enterprise_22,Enterprise,2021-05-01,
C0023,Enterprise_23,Enterprise,2021-12-01,
C0024,Enterprise_24,Enterprise,2022-10-01,
C0025,Enterprise_25,Enterprise,2022-02-01,
C0026,Enterprise_26,Enterprise,2022-02-01,
C0027,Enterprise_27,Enterprise,2022-08-01,
C0028,Enterprise_28,Enterprise,2022-04-01,
C0029,Enterprise_29,Enterprise,2022-09-01,
C0030,Enterprise_30,Enterprise,2022-07-01,
C0031,Enterprise_31,Enterprise,2023-04-01,
C0032,Enterprise_32,Enterprise,2022-05-01,
C0033,Enterprise_33,Enterprise,2023-09-01,
C0034,Enterprise_34,Enterprise,2021-10-01,
C0035,Enterprise_35,Enterprise,2021-03-01,
C0036,Enterprise_36,Enterprise,2021-10-01,
C0037,Enterprise_37,Enterprise,2021-04-01,
C0038,Enterprise_38,Enterprise,2023-05-01,
C0039,Enterprise_39,Enterprise,2021-02-01,
C0040,Enterprise_40,Enterprise,2022-08-01,
C0041,Enterprise_41,Enterprise,2022-05-01,
C0042,Enterprise_42,Enterprise,2023-05-01,
C0043,Enterprise_43,Enterprise,2021-07-01,
C0044,Enterprise_44,Enterprise,2023-06-01,
C0045,Enterprise_45,Enterprise,2021-11-01,
C0046,Enterprise_46,Enterprise,2023-02-01,
C0047,Enterprise_47,Enterprise,2021-10-01,
C0048,Enterprise_48,Enterprise,2023-07-01,
C0049,Enterprise_49,Enterprise,2021-11-01,
C0050,Enterprise_50,Enterprise,2021-06-01,
C0051,Enterprise_51,Enterprise,2022-01-01,
C0052,Enterprise_52,Enterprise,2021-03-01,
C0053,Enterprise_53,Enterprise,2023-05-01,
C0054,Enterprise_54,Enterprise,2021-05-01,
C0055,Enterprise_55,Enterprise,2021-12-01,
C0056,Enterprise_56,Enterprise,2023-10-01,
C0057,Enterprise_57,Enterprise,2023-12-01,
C0058,Enterprise_58,Enterprise,2022-03-01,
C0059,Enterprise_59,Enterprise,2023-05-01,
C0060,Enterprise_60,Enterprise,2021-08-01,
C0061,Enterprise_61,Enterprise,2022-07-01,
C0062,Enterprise_62,Enterprise,2023-08-01,
C0063,Enterprise_63,Enterprise,2022-05-01,
C0064,Enterprise_64,Enterprise,2022-07-01,
C0065,Enterprise_65,Enterprise,2021-02-01,
C0066,Enterprise_66,Enterprise,2021-12-01,
C0067,Enterprise_67,Enterprise,2021-03-01,
C0068,Enterprise_68,Enterprise,2021-10-01,
C0069,Enterprise_69,Enterprise,2021-11-01,
C0070,Enterprise_70,Enterprise,2023-03-01,
C0071,Enterprise_71,Enterprise,2021-02-01,
C0072,Enterprise_72,Enterprise,2022-02-01,
C0073,Enterprise_73,Enterprise,2021-10-01,
C0074,Enterprise_74,Enterprise,2022-09-01,
C0075,Enterprise_75,Enterprise,2021-11-01,
C0076,Enterprise_76,Enterprise,2021-02-01,
C0077,Enterprise_77,Enterprise,2023-07-01,
C0078,Enterprise_78,Enterprise,2023-02-01,
C0079,Enterprise_79,Enterprise,2023-07-01,
C0080,Enterprise_80,Enterprise,2022-01-01,
C0081,Enterprise_81,Enterprise,2022-07-01,
C0082,Enterprise_82,Enterprise,2022-04-01,
C0083,Enterprise_83,Enterprise,2022-07-01,
C0084,Enterprise_84,Enterprise,2021-09-01,
C0085,Enterprise_85,Enterprise,2021-10-01,
C0086,Enterprise_86,Enterprise,2021-01-01,
C0087,Enterprise_87,Enterprise,2021-10-01,
C0088,Enterprise_88,Enterprise,2021-08-01,
C0089,Enterprise_89,Enterprise,2022-06-01,
C0090,Enterprise_90,Enterprise,2022-06-01,
C0091,Enterprise_91,Enterprise,2022-03-01,
C0092,Enterprise_92,Enterprise,2021-10-01,
C0093,Enterprise_93,Enterprise,2021-02-01,
C0094,Enterprise_94,Enterprise,2023-12-01,
C0095,Enterprise_95,Enterprise,2021-11-01,
C0096,Enterprise_96,Enterprise,2022-04-01,
C0097,Enterprise_97,Enterprise,2023-12-01,
C0098,Enterprise_98,Enterprise,2022-02-01,
C0099,Enterprise_99,Enterprise,2021-10-01,
C0100,Enterprise_100,Enterprise,2022-05-01,
C0101,Enterprise_101,Enterprise,2022-06-01,
C0102,Enterprise_102,Enterprise,2023-06-01,
C0103,Enterprise_103,Enterprise,2021-03-01,
C0104,Enterprise_104,Enterprise,2022-03-01,
C0105,Enterprise_105,Enterprise,2023-03-01,
C0106,Enterprise_106,Enterprise,2022-12-01,
C0107,Enterprise_107,Enterprise,2022-07-01,
C0108,Enterprise_108,Enterprise,2021-02-01,
C0109,Enterprise_109,Enterprise,2021-11-01,
C0110,Enterprise_110,Enterprise,2022-06-01,
C0111,Enterprise_111,Enterprise,2021-10-01,
C0112,Enterprise_112,Enterprise,2022-04-01,
C0113,Enterprise_113,Enterprise,2022-10-01,
C0114,Enterprise_114,Enterprise,2021-05-01,
C0115,Enterprise_115,Enterprise,2021-02-01,
C0116,Enterprise_116,Enterprise,2021-11-01,
C0117,Enterprise_117,Enterprise,2021-04-01,
C0118,Enterprise_118,Enterprise,2021-06-01,
C0119,Enterprise_119,Enterprise,2023-08-01,
C0120,Enterprise_120,Enterprise,2021-12-01,
C0121,Enterprise_121,Enterprise,2021-07-01,
C0122,Enterprise_122,Enterprise,2023-02-01,
C0123,Enterprise_123,Enterprise,2021-04-01,
C0124,Enterprise_124,Enterprise,2023-01-01,
C0125,Enterprise_125,Enterprise,2022-03-01,
C0126,Enterprise_126,Enterprise,2022-07-01,
C0127,Enterprise_127,Enterprise,2021-05-01,
C0128,Enterprise_128,Enterprise,2021-06-01,
C0129,Enterprise_129,Enterprise,2022-09-01,
C0130,Enterprise_130,Enterprise,2021-02-01,
C0131,Enterprise_131,Enterprise,2021-08-01,
C0132,Enterprise_132,Enterprise,2022-05-01,
C0133,Enterprise_133,Enterprise,2021-07-01,
C0134,Enterprise_134,Enterprise,2021-12-01,
C0135,Enterprise_135,Enterprise,2023-09-01,
C0136,Enterprise_136,Enterprise,2023-09-01,
C0137,Enterprise_137,Enterprise,2022-06-01,
C0138,Enterprise_138,Enterprise,2022-05-01,
C0139,Enterprise_139,Enterprise,2021-01-01,
C0140,Enterprise_140,Enterprise,2023-12-01,
C0141,Enterprise_141,Enterprise,2022-06-01,
C0142,Enterprise_142,Enterprise,2023-04-01,
C0143,Enterprise_143,Enterprise,2022-06-01,
C0144,Enterprise_144,Enterprise,2023-07-01,
C0145,Enterprise_145,Enterprise,2022-07-01,
C0146,Enterprise_146,Enterprise,2022-12-01,
C0147,Enterprise_147,Enterprise,2021-05-01,
C0148,Enterprise_148,Enterprise,2022-02-01,
C0149,Enterprise_149,Enterprise,2022-11-01,
C0150,Enterprise_150,Enterprise,2021-04-01,
C0151,Enterprise_151,Enterprise,2022-02-01,
C0152,Enterprise_152,Enterprise,2021-06-01,
C0153,Enterprise_153,Enterprise,2022-04-01,
C0154,Enterprise_154,Enterprise,2023-05-01,
C0155,Enterprise_155,Enterprise,2021-03-01,
C0156,Enterprise_156,Enterprise,2023-04-01,
C0157,Enterprise_157,Enterprise,2022-06-01,
C0158,Enterprise_158,Enterprise,2022-07-01,
C0159,Enterprise_159,Enterprise,2021-07-01,
C0160,Enterprise_160,Enterprise,2022-02-01,
C0161,Enterprise_161,Enterprise,2021-10-01,
C0162,Enterprise_162,Enterprise,2021-02-01,
C0163,Enterprise_163,Enterprise,2021-01-01,
C0164,Enterprise_164,Enterprise,2022-02-01,
C0165,Enterprise_165,Enterprise,2023-01-01,
C0166,Enterprise_166,Enterprise,2022-06-01,
C0167,Enterprise_167,Enterprise,2021-12-01,
C0168,Enterprise_168,Enterprise,2021-06-01,
C0169,Enterprise_169,Enterprise,2023-06-01,
C0170,Enterprise_170,Enterprise,2022-07-01,
C0171,Enterprise_171,Enterprise,2023-03-01,
C0172,Enterprise_172,Enterprise,2023-06-01,
C0173,Enterprise_173,Enterprise,2022-07-01,
C0174,Enterprise_174,Enterprise,2023-03-01,
C0175,Enterprise_175,Enterprise,2022-08-01,
C0176,Enterprise_176,Enterprise,2021-01-01,
C0177,Enterprise_177,Enterprise,2023-02-01,
C0178,Enterprise_178,Enterprise,2021-06-01,
C0179,Enterprise_179,Enterprise,2022-03-01,
C0180,Enterprise_180,Enterprise,2022-04-01,
C0181,Enterprise_181,Enterprise,2022-03-01,
C0182,Enterprise_182,Enterprise,2023-06-01,
C0183,Enterprise_183,Enterprise,2021-06-01,
C0184,Enterprise_184,Enterprise,2021-01-01,
C0185,Enterprise_185,Enterprise,2023-06-01,
C0186,Enterprise_186,Enterprise,2023-01-01,
C0187,Enterprise_187,Enterprise,2022-03-01,
C0188,Enterprise_188,Enterprise,2022-01-01,
C0189,Enterprise_189,Enterprise,2021-04-01,
C0190,Enterprise_190,Enterprise,2021-11-01,
C0191,Enterprise_191,Enterprise,2021-03-01,
C0192,Enterprise_192,Enterprise,2022-12-01,
C0193,Enterprise_193,Enterprise,2021-03-01,
C0194,Enterprise_194,Enterprise,2021-07-01,
C0195,Enterprise_195,Enterprise,2022-06-01,
C0196,Enterprise_196,Enterprise,2021-10-01,
C0197,Enterprise_197,Enterprise,2022-10-01,
C0198,Enterprise_198,Enterprise,2023-04-01,
C0199,Enterprise_199,Enterprise,2021-11-01,
C0200,Enterprise_200,Enterprise,2021-03-01,
C0201,Enterprise_201,Enterprise,2023-04-01,
C0202,Enterprise_202,Enterprise,2023-03-01,
C0203,Enterprise_203,Enterprise,2022-01-01,
C0204,Enterprise_204,Enterprise,2023-07-01,
C0205,Enterprise_205,Enterprise,2021-12-01,
C0206,Enterprise_206,Enterprise,2021-08-01,
C0207,Enterprise_207,Enterprise,2023-05-01,
C0208,Enterprise_208,Enterprise,2023-01-01,
C0209,Enterprise_209,Enterprise,2022-04-01,
C0210,Enterprise_210,Enterprise,2022-09-01,
C0211,Enterprise_211,Enterprise,2021-07-01,
C0212,Enterprise_212,Enterprise,2023-08-01,
C0213,Enterprise_213,Enterprise,2023-11-01,
C0214,Enterprise_214,Enterprise,2021-10-01,
C0215,Enterprise_215,Enterprise,2023-07-01,
C0216,Enterprise_216,Enterprise,2021-10-01,
C0217,Enterprise_217,Enterprise,2021-01-01,
C0218,Enterprise_218,Enterprise,2021-02-01,
C0219,Enterprise_219,Enterprise,2021-06-01,
C0220,Enterprise_220,Enterprise,2021-03-01,
C0221,Enterprise_221,Enterprise,2021-08-01,
C0222,Enterprise_222,Enterprise,2023-09-01,
C0223,Enterprise_223,Enterprise,2022-03-01,
C0224,Enterprise_224,Enterprise,2021-05-01,
C0225,Enterprise_225,Enterprise,2023-04-01,
C0226,Enterprise_226,Enterprise,2022-01-01,
C0227,Enterprise_227,Enterprise,2021-01-01,
C0228,Enterprise_228,Enterprise,2023-06-01,
C0229,Enterprise_229,Enterprise,2021-09-01,
C0230,Enterprise_230,Enterprise,2022-12-01,
C0231,Enterprise_231,Enterprise,2021-11-01,
C0232,Enterprise_232,Enterprise,2023-04-01,
C0233,Enterprise_233,Enterprise,2023-06-01,
C0234,Enterprise_234,Enterprise,2022-05-01,
C0235,Enterprise_235,Enterprise,2022-06-01,
C0236,Enterprise_236,Enterprise,2021-04-01,
C0237,Enterprise_237,Enterprise,2021-12-01,
C0238,Enterprise_238,Enterprise,2022-02-01,
C0239,Enterprise_239,Enterprise,2022-04-01,
C0240,Enterprise_240,Enterprise,2023-08-01,
C0241,Enterprise_241,Enterprise,2021-10-01,
C0242,Enterprise_242,Enterprise,2022-01-01,
C0243,Enterprise_243,Enterprise,2023-04-01,
C0244,Enterprise_244,Enterprise,2022-01-01,
C0245,Enterprise_245,Enterprise,2021-06-01,
C0246,Enterprise_246,Enterprise,2023-06-01,
C0247,Enterprise_247,Enterprise,2022-06-01,
C0248,Enterprise_248,Enterprise,2021-02-01,
C0249,Enterprise_249,Enterprise,2023-12-01,
C0250,Enterprise_250,Enterprise,2021-08-01,
C0251,Enterprise_251,Enterprise,2022-08-01,
C0252,Enterprise_252,Enterprise,2021-12-01,
C0253,Enterprise_253,Enterprise,2023-04-01,
C0254,Enterprise_254,Enterprise,2022-08-01,
C0255,Enterprise_255,Enterprise,2023-05-01,
C0256,Enterprise_256,Enterprise,2021-09-01,
C0257,Enterprise_257,Enterprise,2021-09-01,
C0258,Enterprise_258,Enterprise,2022-07-01,
C0259,Enterprise_259,Enterprise,2023-10-01,
C0260,Enterprise_260,Enterprise,2022-12-01,
C0261,Enterprise_261,Enterprise,2021-09-01,
C0262,Enterprise_262,Enterprise,2021-04-01,
C0263,Enterprise_263,Enterprise,2022-03-01,
C0264,Enterprise_264,Enterprise,2023-11-01,
C0265,Enterprise_265,Enterprise,2022-11-01,
C0266,Enterprise_266,Enterprise,2021-06-01,
C0267,Enterprise_267,Enterprise,2021-02-01,
C0268,Enterprise_268,Enterprise,2023-10-01,
C0269,Enterprise_269,Enterprise,2023-06-01,
C0270,Enterprise_270,Enterprise,2023-05-01,
C0271,Enterprise_271,Enterprise,2023-11-01,
C0272,Enterprise_272,Enterprise,2022-07-01,
C0273,Enterprise_273,Enterprise,2023-10-01,
C0274,Enterprise_274,Enterprise,2021-05-01,
C0275,Enterprise_275,Enterprise,2021-04-01,
C0276,Enterprise_276,Enterprise,2021-12-01,
C0277,Enterprise_277,Enterprise,2023-02-01,
C0278,Enterprise_278,Enterprise,2021-10-01,
C0279,Enterprise_279,Enterprise,2022-09-01,
C0280,Enterprise_280,Enterprise,2021-01-01,
C0281,Enterprise_281,Enterprise,2022-05-01,
C0282,Enterprise_282,Enterprise,2021-11-01,
C0283,Enterprise_283,Enterprise,2023-08-01,
C0284,Enterprise_284,Enterprise,2023-10-01,
C0285,Enterprise_285,Enterprise,2021-12-01,
C0286,Enterprise_286,Enterprise,2022-01-01,
C0287,Enterprise_287,Enterprise,2023-08-01,
C0288,Enterprise_288,Enterprise,2021-02-01,
C0289,Enterprise_289,Enterprise,2022-01-01,
C0290,Enterprise_290,Enterprise,2021-05-01,
C0291,Enterprise_291,Enterprise,2021-03-01,
C0292,Enterprise_292,Enterprise,2023-03-01,
C0293,Enterprise_293,Enterprise,2021-10-01,
C0294,Enterprise_294,Enterprise,2022-07-01,
C0295,Enterprise_295,Enterprise,2023-07-01,
C0296,Enterprise_296,Enterprise,2023-07-01,
C0297,Enterprise_297,Enterprise,2022-07-01,
C0298,Enterprise_298,Enterprise,2022-09-01,
C0299,Enterprise_299,Enterprise,2021-02-01,
C0300,Enterprise_300,Enterprise,2021-10-01,
C0301,Enterprise_301,Enterprise,2022-11-01,
C0302,Enterprise_302,Enterprise,2021-06-01,
C0303,Enterprise_303,Enterprise,2023-04-01,
C0304,Enterprise_304,Enterprise,2022-04-01,
C0305,Enterprise_305,Enterprise,2023-02-01,
C0306,Enterprise_306,Enterprise,2021-06-01,
C0307,Enterprise_307,Enterprise,2021-03-01,
C0308,Enterprise_308,Enterprise,2022-03-01,
C0309,Enterprise_309,Enterprise,2022-05-01,
C0310,Enterprise_310,Enterprise,2022-11-01,
C0311,Enterprise_311,Enterprise,2021-07-01,
C0312,Enterprise_312,Enterprise,2022-10-01,
C0313,Enterprise_313,Enterprise,2023-04-01,
C0314,Enterprise_314,Enterprise,2021-02-01,
C0315,Enterprise_315,Enterprise,2023-11-01,
C0316,Enterprise_316,Enterprise,2023-11-01,
C0317,Enterprise_317,Enterprise,2022-05-01,
C0318,Enterprise_318,Enterprise,2021-03-01,
C0319,Enterprise_319,Enterprise,2021-11-01,
C0320,Enterprise_320,Enterprise,2021-01-01,
C0321,Enterprise_321,Enterprise,2023-04-01,
C0322,Enterprise_322,Enterprise,2021-07-01,
C0323,Enterprise_323,Enterprise,2021-05-01,
C0324,Enterprise_324,Enterprise,2022-12-01,
C0325,Enterprise_325,Enterprise,2021-02-01,
C0326,Enterprise_326,Enterprise,2021-08-01,
C0327,Enterprise_327,Enterprise,2022-04-01,
C0328,Enterprise_328,Enterprise,2023-12-01,
C0329,Enterprise_329,Enterprise,2021-05-01,
C0330,Enterprise_330,Enterprise,2022-02-01,
C0331,Enterprise_331,Enterprise,2022-07-01,
C0332,Enterprise_332,Enterprise,2021-04-01,
C0333,Enterprise_333,Enterprise,2021-09-01,
C0334,Enterprise_334,Enterprise,2022-12-01,
C0335,Enterprise_335,Enterprise,2022-05-01,
C0336,Enterprise_336,Enterprise,2023-06-01,
C0337,Enterprise_337,Enterprise,2022-06-01,
C0338,Enterprise_338,Enterprise,2021-06-01,
C0339,Enterprise_339,Enterprise,2022-08-01,
C0340,Enterprise_340,Enterprise,2023-08-01,
C0341,Enterprise_341,Enterprise,2022-04-01,
C0342,Enterprise_342,Enterprise,2022-08-01,
C0343,Enterprise_343,Enterprise,2022-04-01,
C0344,Enterprise_344,Enterprise,2023-09-01,
C0345,Enterprise_345,Enterprise,2022-01-01,
C0346,Enterprise_346,Enterprise,2022-05-01,
C0347,Enterprise_347,Enterprise,2021-11-01,
C0348,Enterprise_348,Enterprise,2021-04-01,
C0349,Enterprise_349,Enterprise,2022-10-01,
C0350,Enterprise_350,Enterprise,2023-10-01,
C0351,Enterprise_351,Enterprise,2022-08-01,
C0352,Enterprise_352,Enterprise,2023-06-01,
C0353,Enterprise_353,Enterprise,2021-07-01,
C0354,Enterprise_354,Enterprise,2023-08-01,
C0355,Enterprise_355,Enterprise,2021-01-01,
C0356,Enterprise_356,Enterprise,2021-07-01,
C0357,Enterprise_357,Enterprise,2021-05-01,
C0358,Enterprise_358,Enterprise,2023-09-01,
C0359,Enterprise_359,Enterprise,2023-09-01,
C0360,Enterprise_360,Enterprise,2022-06-01,
C0361,Enterprise_361,Enterprise,2021-03-01,
C0362,Enterprise_362,Enterprise,2021-04-01,
C0363,Enterprise_363,Enterprise,2023-03-01,
C0364,Enterprise_364,Enterprise,2023-01-01,
C0365,Enterprise_365,Enterprise,2021-03-01,
C0366,Enterprise_366,Enterprise,2021-12-01,
C0367,Enterprise_367,Enterprise,2023-03-01,
C0368,Enterprise_368,Enterprise,2021-05-01,
C0369,Enterprise_369,Enterprise,2022-05-01,
C0370,Enterprise_370,Enterprise,2023-02-01,
C0371,Enterprise_371,Enterprise,2021-09-01,
C0372,Enterprise_372,Enterprise,2022-06-01,
C0373,Enterprise_373,Enterprise,2022-03-01,
C0374,Enterprise_374,Enterprise,2022-06-01,
C0375,Enterprise_375,Enterprise,2022-02-01,
C0376,Enterprise_376,Enterprise,2022-11-01,
C0377,Enterprise_377,Enterprise,2022-12-01,
C0378,Enterprise_378,Enterprise,2023-02-01,
C0379,Enterprise_379,Enterprise,2021-02-01,
C0380,Enterprise_380,Enterprise,2022-11-01,
C0381,Enterprise_381,Enterprise,2022-03-01,
C0382,Enterprise_382,Enterprise,2021-04-01,
C0383,Enterprise_383,Enterprise,2022-08-01,
C0384,Enterprise_384,Enterprise,2023-05-01,
C0385,Enterprise_385,Enterprise,2023-01-01,
C0386,Enterprise_386,Enterprise,2021-10-01,
C0387,Enterprise_387,Enterprise,2021-03-01,
C0388,Enterprise_388,Enterprise,2021-02-01,
C0389,Enterprise_389,Enterprise,2022-06-01,
C0390,Enterprise_390,Enterprise,2021-05-01,
C0391,Enterprise_391,Enterprise,2021-09-01,
C0392,Enterprise_392,Enterprise,2021-08-01,
C0393,Enterprise_393,Enterprise,2021-01-01,
C0394,Enterprise_394,Enterprise,2021-05-01,
C0395,Enterprise_395,Enterprise,2021-02-01,
C0396,Enterprise_396,Enterprise,2023-12-01,
C0397,Enterprise_397,Enterprise,2021-12-01,
C0398,Enterprise_398,Enterprise,2023-05-01,
C0399,Enterprise_399,Enterprise,2022-01-01,
C0400,Enterprise_400,Enterprise,2021-08-01,
C0401,Enterprise_401,Enterprise,2021-08-01,
C0402,Enterprise_402,Enterprise,2023-03-01,
C0403,Enterprise_403,Enterprise,2022-10-01,
C0404,Enterprise_404,Enterprise,2022-12-01,
C0405,Enterprise_405,Enterprise,2023-06-01,
C0406,Enterprise_406,Enterprise,2022-05-01,
C0407,Enterprise_407,Enterprise,2022-02-01,
C0408,Enterprise_408,Enterprise,2022-06-01,
C0409,Enterprise_409,Enterprise,2022-09-01,
C0410,Enterprise_410,Enterprise,2023-03-01,
C0411,Enterprise_411,Enterprise,2023-08-01,
C0412,Enterprise_412,Enterprise,2021-10-01,
C0413,Enterprise_413,Enterprise,2021-05-01,
C0414,Enterprise_414,Enterprise,2023-02-01,
C0415,Enterprise_415,Enterprise,2022-05-01,
C0416,Enterprise_416,Enterprise,2023-03-01,
C0417,Enterprise_417,Enterprise,2022-02-01,
C0418,Enterprise_418,Enterprise,2023-06-01,
C0419,Enterprise_419,Enterprise,2022-05-01,
C0420,Enterprise_420,Enterprise,2021-08-01,
C0421,Enterprise_421,Enterprise,2021-02-01,
C0422,Enterprise_422,Enterprise,2021-03-01,
C0423,Enterprise_423,Enterprise,2021-06-01,
C0424,Enterprise_424,Enterprise,2022-02-01,
C0425,Enterprise_425,Enterprise,2023-04-01,
C0426,Enterprise_426,Enterprise,2023-09-01,
C0427,Enterprise_427,Enterprise,2022-06-01,
C0428,Enterprise_428,Enterprise,2021-09-01,
C0429,Enterprise_429,Enterprise,2022-09-01,
C0430,Enterprise_430,Enterprise,2022-09-01,
C0431,Enterprise_431,Enterprise,2022-04-01,
C0432,Enterprise_432,Enterprise,2023-11-01,
C0433,Enterprise_433,Enterprise,2023-04-01,
C0434,Enterprise_434,Enterprise,2023-09-01,
C0435,Enterprise_435,Enterprise,2022-08-01,
C0436,Enterprise_436,Enterprise,2023-12-01,
